,index,category,brand_name,name,price,sku_number,id,rating,url
8395,938,Under-Eye Concealer,Hourglass,Hidden® Corrective Concealer,$34.00,1341098,P193236,4.2104,http://www.sephora.com/hidden-corrective-concealer-P193236
8396,939,Under-Eye Concealer,Givenchy,Mister Light Instant Light Corrective Pen,$37.00,889543,P129610,4.3178,http://www.sephora.com/mister-light-instant-light-corrective-pen-P129610
8397,940,Under-Eye Concealer,bareMinerals,bareminerals® Correcting Concealer Broad Spectrum SPF 20,$21.00,1451418,P375289,3.9084,http://www.sephora.com/bareminerals-correcting-concealer-broad-spectrum-spf-20-P375289
8398,941,Under-Eye Concealer,Smashbox,Studio Skin 24 Hour Waterproof Concealer,$25.00,1844539,P410005,3.6515,http://www.sephora.com/studio-skin-24-hour-waterproof-concealer-P410005
8399,942,Under-Eye Concealer,Anastasia Beverly Hills,Concealer,$20.00,1792092,P406282,3.9377,http://www.sephora.com/concealer-P406282
8400,943,Under-Eye Concealer,COVER FX,Cream Concealer,$27.00,1452598,P376504,4.0675,http://www.sephora.com/cream-concealer-P376504
8401,944,Under-Eye Concealer,Dior,Star Concealer,$36.00,1633502,P388775,3.925,http://www.sephora.com/star-concealer-P388775
8402,945,Under-Eye Concealer,Smashbox,Camera Ready BB Cream Eyes Broad Spectrum SPF 15,$25.00,1526995,P384673,4.0161,http://www.sephora.com/camera-ready-bb-cream-eyes-broad-spectrum-spf-15-P384673
8403,946,Under-Eye Concealer,Laura Mercier,Candleglow Concealer and Highlighter,$32.00,1883636,P414167,3.4167,http://www.sephora.com/candleglow-concealer-highlighter-P414167
8404,947,Under-Eye Concealer,tarte,Colored Clay CC Undereye Corrector,$24.00,1626969,P387175,4.2376,http://www.sephora.com/colored-clay-cc-undereye-corrector-P387175
8405,948,Under-Eye Concealer,Amazing Cosmetics,Amazing Concealer To Go,$28.00,1040294,P208606,4.3331,http://www.sephora.com/amazing-concealer-to-go-P208606
8406,949,Under-Eye Concealer,Josie Maran,Argan Creamy Concealer Crayon,$20.00,1820992,P381727,4.0591,http://www.sephora.com/argan-creamy-concealer-crayon-P381727
8407,950,Under-Eye Concealer,Estée Lauder,Double Wear Stay-In-Place Flawless Wear Concealer,$25.00,1465004,P379951,4.2458,http://www.sephora.com/double-wear-stay-in-place-flawless-wear-concealer-P379951
8408,951,Under-Eye Concealer,SEPHORA COLLECTION,8 HR Wear Perfect Cover Concealer,$11.00,1502772,P379320,3.7457,http://www.sephora.com/8-hr-wear-perfect-cover-concealer-P379320
8409,952,Under-Eye Concealer,BECCA,Ultimate Coverage Concealer,$32.00,1660489,P393662,4.1915,http://www.sephora.com/ultimate-coverage-concealing-creme-P393662
8410,953,Under-Eye Concealer,CLINIQUE,Line Smoothing Concealer,$18.50,472597,P122694,4.0977,http://www.sephora.com/line-smoothing-concealer-P122694
8411,954,Under-Eye Concealer,CLINIQUE,"Airbrush Concealer Illuminates, Perfects",$20.50,1675008,P122914,4.1922,http://www.sephora.com/airbrush-concealer-illuminates-perfects-P122914
8412,955,Under-Eye Concealer,Bobbi Brown,Intensive Skin Serum Concealer,$42.00,1732296,P400172,3.6083,http://www.sephora.com/intensive-skin-serum-concealer-P400172
8413,956,Under-Eye Concealer,Dior,Fix It 2-In-1 Prime & Colour Correct,$36.00,1835503,P409763,4.2857,http://www.sephora.com/fix-it-2-in-1-prime-colour-correct-P409763
8414,957,Under-Eye Concealer,Bobbi Brown,Intensive Skin Serum Corrector,$42.00,1732221,P401774,3.9364,http://www.sephora.com/intensive-skin-serum-corrector-P401774
8415,958,Under-Eye Concealer,COVER FX,Cover Click Concealer + Foundation,$18.00,1776533,P406217,3.5862,http://www.sephora.com/cover-click-concealer-foundation-P406217
8416,959,Under-Eye Concealer,CLINIQUE,Acne Solutions Clearing Concealer,$17.50,1192889,P244700,3.5714,http://www.sephora.com/acne-solutions-clearing-concealer-P244700
8417,960,Under-Eye Concealer,MAKE UP FOR EVER,Lift Concealer,$26.00,531251,P12661,4.2865,http://www.sephora.com/lift-concealer-P12661
8418,961,Under-Eye Concealer,Dior,Fix It 2-In-1 Prime & Conceal,$36.00,1728856,P398203,3.7403,http://www.sephora.com/fix-it-2-in-1-prime-conceal-P398203
8419,962,Under-Eye Concealer,Urban Decay,24/7 Concealer Pencil,$20.00,1393784,P302924,4.0256,http://www.sephora.com/24-7-concealer-pencil-P302924
8420,963,Under-Eye Concealer,Giorgio Armani Beauty,High Precision Retouch,$40.00,1425727,P393408,4.3125,http://www.sephora.com/high-precision-retouch-P393408
8421,964,Under-Eye Concealer,bareMinerals,bareminerals® Well-Rested® Face & Eye Brightener,$23.00,1451384,P375288,3.9124,http://www.sephora.com/bareminerals-well-rested-face-eye-brightener-P375288
8422,965,Under-Eye Concealer,CLINIQUE,Advanced Concealer,$18.50,54676,P122684,3.9882,http://www.sephora.com/advanced-concealer-P122684
8423,966,Under-Eye Concealer,CLINIQUE,All About Eyes Concealer,$18.50,899138,P139803,3.8943,http://www.sephora.com/all-about-eyes-concealer-P139803
8424,967,Under-Eye Concealer,Bobbi Brown,Retouching Wand,$40.00,1846757,P410001,4.0,http://www.sephora.com/retouching-wand-P410001
8425,968,Under-Eye Concealer,Estée Lauder,Double Wear Stay-in-Place High Cover Concealer SPF 35,$25.00,1550052,P383341,4.4048,http://www.sephora.com/double-wear-stay-in-place-high-cover-concealer-broad-spectrum-spf-35-P383341
8426,969,Under-Eye Concealer,bareMinerals,Blemish Remedy Concealer,$23.00,1727130,P398627,3.7258,http://www.sephora.com/blemish-remedy-concealer-P398627
8427,970,Under-Eye Concealer,surratt beauty,Surreal Skin Concealer,$50.00,1673441,P394166,4.5,http://www.sephora.com/surreal-skin-concealer-P394166
8428,971,Under-Eye Concealer,Estée Lauder,Double Wear Waterproof All Day Extreme Wear Concealer,$25.00,1778661,P404727,4.1471,http://www.sephora.com/double-wear-waterproof-all-day-extreme-wear-concealer-P404727
8429,972,Under-Eye Concealer,Amazing Cosmetics,AMAZINGCONCEALER® Hydrate,$32.00,1827682,P408289,4.4333,http://www.sephora.com/amazingconcealer-hydrate-P408289
8430,973,Under-Eye Concealer,Smashbox,Photo Op Under Eye Brightener,$20.00,942086,P156213,3.6689999999999996,http://www.sephora.com/photo-op-under-eye-brightener-P156213
8431,974,Under-Eye Concealer,Givenchy,Teint Couture Embellishing Concealer,$37.00,1726405,P397881,4.3191,http://www.sephora.com/teint-couture-embellishing-concealer-P397881
8432,975,Under-Eye Concealer,NUDESTIX,Concealer Pencil,$24.00,1648518,P388949,3.9655,http://www.sephora.com/concealer-pencil-P388949
8433,976,Under-Eye Concealer,MILK MAKEUP,Concealer,$24.00,1781871,P404800,3.5862,http://www.sephora.com/concealer-P404800
8434,977,Under-Eye Concealer,Perricone MD,No Concealer Concealer SPF 35,$35.00,1608389,P311147,3.7949,http://www.sephora.com/no-concealer-concealer-spf-35-P311147
8435,978,Under-Eye Concealer,Shiseido,Perfecting Stick Concealer,$25.00,1687599,P393811,3.6667,http://www.sephora.com/perfecting-stick-concealer-P393811
8436,979,Under-Eye Concealer,Laura Mercier,High Coverage Concealer For Under Eye,$30.00,1598762,P386030,3.7689,http://www.sephora.com/high-coverage-concealer-for-under-eye-P386030
8437,980,Under-Eye Concealer,Algenist,REVEAL Color Correcting Eye Serum Concealer,$33.00,1862515,P411931,3.7692,http://www.sephora.com/reveal-color-correcting-eye-serum-concealer-P411931
8438,981,Under-Eye Concealer,BURBERRY,Cashmere Concealer,$40.00,1741883,P399010,4.0345,http://www.sephora.com/cashmere-concealer-P399010
8439,982,Under-Eye Concealer,Bobbi Brown,Retouching Face Pencil,$32.00,1776236,P403811,3.9828,http://www.sephora.com/retouching-face-pencil-P403811
8440,983,Under-Eye Concealer,CLINIQUE,Continuous Coverage,$25.00,53215,P122628,4.1735,http://www.sephora.com/continuous-coverage-P122628
8441,984,Under-Eye Concealer,Giorgio Armani Beauty,Compact Cream Concealer,$42.00,1864446,P411921,3.8571,http://www.sephora.com/compact-cream-concealer-P411921
8442,985,Under-Eye Concealer,trèStiQue,"Conceal, Cover & Correct Crayon",$26.00,1901495,P416376,5.0,http://www.sephora.com/conceal-cover-correct-crayon-P416376
8443,986,Under-Eye Concealer,stila,Aqua Glow™ Serum Concealer,$27.00,1777036,P403972,3.46,http://www.sephora.com/aqua-glow-serum-concealer-P403972
8444,987,Under-Eye Concealer,MILK MAKEUP,Coverage Duo,$30.00,1781947,P405104,3.3333,http://www.sephora.com/coverage-duo-P405104
8445,988,Under-Eye Concealer,Black Up,Concealer Palette,$30.50,1751932,P400909,3.7083,http://www.sephora.com/concealer-palette-P400909
8446,989,Under-Eye Concealer,Amazing Cosmetics,Go Go Amazing Travel Duo,$38.00,1873934,P413801,0.0,http://www.sephora.com/go-go-amazing-travel-duo-P413801
8447,990,Under-Eye Concealer,Amazing Cosmetics,AMAZINGCONCEALER® Illuminate,$30.00,1827864,P408291,4.3936,http://www.sephora.com/amazingconcealer-reg-illuminate-P408291
8448,991,Under-Eye Concealer,Perfekt,Skin Perfection Conceal,$28.00,1544378,P383103,4.0189,http://www.sephora.com/skin-perfection-conceal-P383103
8449,992,Under-Eye Concealer,Black Up,Radiance Concealer,$29.50,1751874,P400921,4.0,http://www.sephora.com/radiance-concealer-P400921
8450,993,Under-Eye Concealer,MAKE UP FOR EVER,Concealer Pencil,$19.00,469254,P12643,4.1667,http://www.sephora.com/concealer-pencil-P12643
8451,994,Under-Eye Concealer,Omorovicza,Mineral Touch,$65.00,1725704,P397823,4.2,http://www.sephora.com/mineral-touch-P397823
8452,995,Under-Eye Concealer,Too Cool For School,Dinoplatz Guggenosaurus Concealer,$28.00,1733112,P399203,4.0,http://www.sephora.com/dinoplatz-guggenosaurus-concealer-P399203
8453,996,Under-Eye Concealer,BURBERRY,Sheer Luminous Concealer,$40.00,1741834,P398997,3.8333,http://www.sephora.com/sheer-luminous-concealer-P398997
8454,997,Under-Eye Concealer,Too Cool For School,Dinoplatz Cinema City CC Concealer,$39.00,1733393,P399208,4.0,http://www.sephora.com/dinoplatz-cinema-city-cc-concealer-P399208
8455,998,Body Lotions & Body Oils,FARSÁLI,Rose Gold Elixir,$54.00,1931518,P417139,4.7528,http://www.sephora.com/rose-gold-elixir-P417139
8456,999,Body Lotions & Body Oils,Sol de Janeiro,Brazilian Bum Bum Cream,$20.0,1802412,P406080,4.2624,http://www.sephora.com/brazilian-bum-bum-cream-P406080
8457,1000,Body Lotions & Body Oils,Josie Maran,Whipped Argan Oil Body Butter,$12.0,1416916,P287700,4.5374,http://www.sephora.com/whipped-argan-oil-body-butter-P287700
8458,1001,Body Lotions & Body Oils,Sol de Janeiro,Brazilian Body Boom,$55.00,1862606,P411867,4.4651,http://www.sephora.com/brazilian-body-boom-P411867
8459,1002,Body Lotions & Body Oils,philosophy,Amazing Grace Firming Body Emulsion,$37.0,607655,P7411,4.621,http://www.sephora.com/amazing-grace-firming-body-emulsion-P7411
8460,1003,Body Lotions & Body Oils,Kopari,Coconut Melt,$38.00,1891746,P413350,4.3614,http://www.sephora.com/coconut-melt-P413350
8461,1004,Body Lotions & Body Oils,Sol de Janeiro,Açaí Body Power Cream,$20.0,1888551,P415746,3.7955,http://www.sephora.com/a-a-body-power-cream-P415746
8462,1005,Body Lotions & Body Oils,L’Occitane,Almond Smoothing and Beautifying Milk Concentrate,$50.00,1626530,P66703,4.5844,http://www.sephora.com/almond-smoothing-and-beautifying-milk-concentrate-P66703
8463,1006,Body Lotions & Body Oils,L’Occitane,Almond Smoothing and Beautifying Supple Skin Oil,$46.00,1626548,P162554,4.6579,http://www.sephora.com/almond-smoothing-and-beautifying-supple-skin-oil-P162554
8464,1007,Body Lotions & Body Oils,L’Occitane,Shea Butter Ultra Rich Body Cream,$44.00,1169176,P238001,4.7226,http://www.sephora.com/shea-butter-ultra-rich-body-cream-P238001
8465,1008,Body Lotions & Body Oils,SEPHORA COLLECTION,Super Supreme Body Butter,$26.00,1258425,P276331,4.6625,http://www.sephora.com/super-supreme-body-butter-P276331
8466,1009,Body Lotions & Body Oils,KORRES,Body Butters,$10.0,1297126,P237206,4.6239,http://www.sephora.com/body-butters-P237206
8467,1010,Body Lotions & Body Oils,FARSÁLI,Unicorn Essence,$54.00,1931526,P417141,4.7895,http://www.sephora.com/unicorn-essence-P417141
8468,1011,Body Lotions & Body Oils,Caudalie,Divine Oil,$32.0,1437755,P374502,4.4566,http://www.sephora.com/divine-oil-P374502
8469,1012,Body Lotions & Body Oils,L’Occitane,Shea Butter Ultra Rich Body Lotion,$32.00,482513,P39678,4.617,http://www.sephora.com/shea-butter-ultra-rich-body-lotion-P39678
8470,1013,Body Lotions & Body Oils,L’Occitane,100 percent Pure Shea Butter,$12.0,989962,P39675,4.6808,http://www.sephora.com/100-pure-shea-butter-P39675
8471,1014,Body Lotions & Body Oils,IGK,Speechless Hair and Body Dry Oil Finishing Spray,$29.00,1892728,P416007,4.6667,http://www.sephora.com/speechless-hair-body-dry-oil-finishing-spray-P416007
8472,1015,Body Lotions & Body Oils,Too Cool For School,Egg Mellow Body Butter,$29.00,1798594,P409300,4.4938,http://www.sephora.com/egg-mellow-body-butter-P409300
8473,1016,Body Lotions & Body Oils,philosophy,Pure Grace Perfumed Body Lotion,$37.0,946509,P157011,4.5159,http://www.sephora.com/pure-grace-perfumed-body-lotion-P157011
8474,1017,Body Lotions & Body Oils,Dior,Miss Dior Hair Mist,$48.00,1701630,P395905,4.2353,http://www.sephora.com/miss-dior-hair-mist-P395905
8475,1018,Body Lotions & Body Oils,DERMAdoctor,KP Duty® Lotion,$10.0,784413,P73509,4.1314,http://www.sephora.com/kp-duty-lotion-P73509
8476,1019,Body Lotions & Body Oils,philosophy,Fresh Cream Body Lotion,$17.0,1639467,P388647,4.5235,http://www.sephora.com/fresh-cream-body-lotion-P388647
8477,1020,Body Lotions & Body Oils,Viktor & Rolf,Flowerbomb Cream,$93.00,1248988,P380616,4.6111,http://www.sephora.com/flowerbomb-cream-P380616
8478,1021,Body Lotions & Body Oils,Kopari,Coconut Body Glow,$42.00,1891738,P413354,3.75,http://www.sephora.com/coconut-body-glow-P413354
8479,1022,Body Lotions & Body Oils,philosophy,Unconditional Love Firming Body Emulsion,$37.00,1170687,P234102,4.6169,http://www.sephora.com/unconditional-love-firming-body-emulsion-P234102
8480,1023,Body Lotions & Body Oils,Moroccanoil,Body Soufflé,$20.0,1872910,P412104,4.4167,http://www.sephora.com/body-souffle-P412104
8481,1024,Body Lotions & Body Oils,Laura Mercier,Almond Coconut Soufflé Body Crème,$60.00,911115,P380667,4.1429,http://www.sephora.com/almond-coconut-souffle-body-creme-P380667
8482,1025,Body Lotions & Body Oils,Tatcha,Indigo Soothing Silk Body Butter,$48.00,1773191,P403317,4.5588,http://www.sephora.com/indigo-soothing-silk-body-butter-P403317
8483,1026,Body Lotions & Body Oils,It's Skin,Cookie & Body Ice Cream,$10.00,1835792,P411212,4.5633,http://www.sephora.com/cookie-body-ice-cream-P411212
8484,1027,Body Lotions & Body Oils,philosophy,Pure Grace Body Mousse,$37.00,1914621,P415972,5.0,http://www.sephora.com/pure-grace-body-mousse-P415972
8485,1028,Body Lotions & Body Oils,belif,Body Bomba Body Lotion - Ylang Ylang,$26.00,1882570,P415109,5.0,http://www.sephora.com/body-bomba-body-lotion-ylang-ylang-P415109
8486,1029,Body Lotions & Body Oils,Josie Maran,Divine Drip Argan Oil and Honey Butter Balm,$42.00,1842905,P410618,4.3261,http://www.sephora.com/divine-drip-argan-oil-honey-butter-balm-P410618
8487,1030,Body Lotions & Body Oils,Chloé,Chloé Perfumed Body Lotion,$52.00,1239847,P380546,4.6667,http://www.sephora.com/chloe-perfumed-body-lotion-P380546
8488,1031,Body Lotions & Body Oils,CHANEL,N°5 Body Lotion,$55.00,1574292,P383806,3.0,http://www.sephora.com/body-lotion-P383806
8489,1032,Body Lotions & Body Oils,Tatcha,Gold Camellia Beauty Oil,$95.00,1773209,P403315,4.6667,http://www.sephora.com/gold-camellia-beauty-oil-P403315
8490,1033,Body Lotions & Body Oils,BVLGARI,Eau Parfumée Au Thé Blanc Body Lotion,$58.00,1755339,P406101,4.75,http://www.sephora.com/eau-parfum-e-au-th-blanc-body-lotion-P406101
8491,1034,Body Lotions & Body Oils,LAVANILA,The Healthy Body Butter,$19.00,1609163,P191003,4.5423,http://www.sephora.com/the-healthy-body-butter-P191003
8492,1035,Body Lotions & Body Oils,philosophy,Amazing Grace Whipped Body Crème,$33.00,1446426,P376180,4.519,http://www.sephora.com/amazing-grace-whipped-body-creme-P376180
8493,1036,Body Lotions & Body Oils,Lancer,The Method: Body Nourish,$65.00,1747914,P400104,4.4286,http://www.sephora.com/the-method-body-nourish-P400104
8494,1037,Body Lotions & Body Oils,DOLCE&GABBANA,Light Blue Cream,$55.00,771196,P380592,5.0,http://www.sephora.com/light-blue-cream-P380592
8495,1038,Body Lotions & Body Oils,Biossance,100% Squalane Oil,$58.00,1923564,P416564,4.95,http://www.sephora.com/100-squalane-oil-P416564
8496,1039,Body Lotions & Body Oils,Kate Somerville,Dry Skin Saver,$48.00,1862283,P412117,4.5882,http://www.sephora.com/dry-skin-saver-P412117
8497,1040,Body Lotions & Body Oils,CLINIQUE,Deep Comfort Body Butter,$39.50,637025,P122654,4.7941,http://www.sephora.com/deep-comfort-body-butter-P122654
8498,1041,Body Lotions & Body Oils,Clarins,Contour Body Treatment Oil,$64.00,74609,P399675,4.75,http://www.sephora.com/contour-body-treatment-oil-P399675
8499,1042,Body Lotions & Body Oils,Kopari,Coconut Body Milk,$30.00,1891779,P413969,4.0,http://www.sephora.com/coconut-body-milk-P413969
8500,1043,Body Lotions & Body Oils,Herbivore,Jasmine Glowing Hydration Body Oil,$44.00,1754621,P400202,4.6744,http://www.sephora.com/jasmine-glowing-hydration-body-oil-P400202
8501,1044,Body Lotions & Body Oils,Caudalie,Vine Body Butter,$34.00,1657410,P287118,4.6974,http://www.sephora.com/vine-body-butter-P287118
8502,1045,Body Lotions & Body Oils,CHANEL,COCO MADEMOISELLE Moisturizing Body Lotion,$55.00,1285923,P249815,3.8333,http://www.sephora.com/coco-mademoiselle-P249815
8503,1046,Body Lotions & Body Oils,Fresh,Sugar Lemon Body Lotion,$23.00,974527,P213013,4.5,http://www.sephora.com/sugar-lemon-body-lotion-P213013
8504,1047,Body Lotions & Body Oils,Origins,Ginger Souffle™ Whipped Body Cream,$34.00,1761048,P375831,4.4667,http://www.sephora.com/ginger-souffle-trade-whipped-body-cream-P375831
8505,1048,Body Lotions & Body Oils,Caudalie,Nourishing Body Lotion,$30.00,941591,P154617,4.3077,http://www.sephora.com/nourishing-body-lotion-P154617
8506,1049,Body Lotions & Body Oils,Tata Harper,Revitalizing Body Oil,$95.00,1674290,P392001,4.1333,http://www.sephora.com/revitalizing-body-oil-P392001
8507,1050,Body Lotions & Body Oils,KORRES,After Sun Greek Yoghurt Cooling Gel,$26.00,924225,P96603,4.6078,http://www.sephora.com/after-sun-greek-yoghurt-cooling-gel-P96603
8508,1051,Body Lotions & Body Oils,Viktor & Rolf,Flowerbomb Precious Oil,$75.00,1803733,P407899,4.7357,http://www.sephora.com/flowerbomb-precious-oil-P407899
8509,1052,Body Lotions & Body Oils,Peter Thomas Roth,Mega-Rich™ Body Lotion,$18.00,1490093,P378008,4.3548,http://www.sephora.com/mega-rich-body-lotion-P378008
8510,1053,Body Lotions & Body Oils,Mustela,Stretch Marks Care Oil,$30.00,1569896,P383583,4.0,http://www.sephora.com/stretch-marks-care-oil-P383583
8511,1054,Body Lotions & Body Oils,L’Occitane,Moisturizing And Smoothing Milk Veil,$40.00,1690270,P392869,4.0417,http://www.sephora.com/moisturizing-and-smoothing-milk-veil-P392869
8512,1055,Body Lotions & Body Oils,Moroccanoil,Pure Argan Oil,$52.00,1872878,P412114,5.0,http://www.sephora.com/pure-argan-oil-P412114
8513,1056,Body Lotions & Body Oils,MILK MAKEUP,Sunshine Oil,$38.00,1782101,P404793,4.117,http://www.sephora.com/sunshine-oil-P404793
8514,1057,Body Lotions & Body Oils,Mugler,Angel Perfuming Body Cream,$95.00,1138247,P380537,5.0,http://www.sephora.com/angel-perfuming-body-cream-P380537
8515,1058,Body Lotions & Body Oils,Moroccanoil,Dry Body Oil,$48.00,1872852,P412115,4.2,http://www.sephora.com/dry-body-oil-P412115
8516,1059,Body Lotions & Body Oils,Herbivore,Citrine Ultra Hydration Neroli Body Oil,$44.00,1754639,P400201,4.55,http://www.sephora.com/citrine-ultra-hydration-neroli-body-oil-P400201
8517,1060,Body Lotions & Body Oils,philosophy,Falling in Love Firming Body Emulsion,$37.00,729988,P56306,4.5181,http://www.sephora.com/falling-in-love-perfumed-romantic-body-lotion-P56306
8518,1061,Body Lotions & Body Oils,Cane + Austin,Body Retexture Lotion,$48.00,1698562,P394503,4.5,http://www.sephora.com/body-retexture-lotion-P394503
8519,1062,Body Lotions & Body Oils,Yves Saint Laurent,Black Opium Shimmering Moisture Fluid For The Body,$50.00,1833656,P408986,4.25,http://www.sephora.com/black-opium-shimmering-moisture-fluid-for-body-P408986
8520,1063,Body Lotions & Body Oils,First Aid Beauty,Ultra Repair® Cream Intense Hydration Vanilla Citron,$30.00,1851096,P411587,4.0,http://www.sephora.com/ultra-repair-cream-intense-hydration-vanilla-citron-P411587
8521,1064,Body Lotions & Body Oils,Jack Black,Epic Moisture™ MP10™ Nourishing Oil,$32.00,1531086,P379573,4.6146,http://www.sephora.com/epic-moisture-mp10-nourishing-oil-P379573
8522,1065,Body Lotions & Body Oils,Moroccanoil,Body Butter,$56.00,1872928,P412102,4.0,http://www.sephora.com/body-butter-P412102
8523,1066,Body Lotions & Body Oils,CHANEL,CHANCE EAU VIVE Body Moisture,$55.00,1834654,P415960,0.0,http://www.sephora.com/chance-eau-vive-body-moisture-P415960
8524,1067,Body Lotions & Body Oils,TOM FORD,Neroli Portofino Body Oil,$72.00,1449172,P380649,3.9118,http://www.sephora.com/neroli-portofino-body-oil-P380649
8525,1068,Body Lotions & Body Oils,Kopari,Coconut Body Oil,$34.00,1891787,P413971,3.7778,http://www.sephora.com/coconut-body-oil-P413971
8526,1069,Body Lotions & Body Oils,Dior,J’adore Dry Silky Body Oil,$57.00,1781384,P404331,4.4118,http://www.sephora.com/j-adore-dry-silky-body-oil-P404331
8527,1070,Body Lotions & Body Oils,Supergoop!,Forever Young Body Butter with Sea Buckthorn SPF 40 PA+++,$34.00,1750918,P400212,4.8571,http://www.sephora.com/forever-young-body-butter-with-sea-buckthorn-spf-40-pa-P400212
8528,1071,Body Lotions & Body Oils,NARS,Monoi Body Glow I,$59.00,1817311,P2856,3.9067,http://www.sephora.com/body-glow-P2856
8529,1072,Body Lotions & Body Oils,Hanae Mori,Hanae Mori Butterfly Body Lotion,$36.00,287540,P380587,4.5,http://www.sephora.com/hanae-mori-butterfly-body-lotion-P380587
8530,1073,Body Lotions & Body Oils,Jack Black,Cool Moisture Body Lotion,$28.00,826867,P96809,4.6615,http://www.sephora.com/cool-moisture-body-lotion-P96809
8531,1074,Body Lotions & Body Oils,Moroccanoil,Shimmering Body Oil,$48.00,1872860,P412108,4.3333,http://www.sephora.com/shimmering-body-oil-P412108
8532,1075,Body Lotions & Body Oils,Perfekt,Matte Body Perfection Gel,$17.5,1624972,P291214,4.2245,http://www.sephora.com/matte-body-perfection-gel-P291214
8533,1076,Body Lotions & Body Oils,Perfekt,Matte Tan Body Perfection Gel with SPF 30,$48.00,1702869,P397435,4.7143,http://www.sephora.com/matte-tan-body-perfection-gel-with-spf-30-P397435
8534,1077,Body Lotions & Body Oils,Fresh,Sugar Acai Age-Delay Body Cream,$67.00,1052133,P199900,4.0556,http://www.sephora.com/sugar-acai-age-delay-body-cream-P199900
8535,1078,Body Lotions & Body Oils,Origins,A Perfect World™ Highly Hydrating Body Lotion With White Tea,$31.00,1761121,P401571,5.0,http://www.sephora.com/a-perfect-world-tm-highly-hydrating-body-lotion-with-white-tea-P401571
8536,1079,Body Lotions & Body Oils,Clarins,Extra-Firming Body Cream,$65.00,1754191,P399673,4.5,http://www.sephora.com/extra-firming-body-cream-P399673
8537,1080,Body Lotions & Body Oils,Dior,J’adore Body Milk,$52.00,1078864,P380621,4.5714,http://www.sephora.com/j-adore-body-milk-P380621
8538,1081,Body Lotions & Body Oils,Gucci,Bamboo Body Lotion,$55.00,1734805,P398623,4.3333,http://www.sephora.com/bamboo-body-lotion-P398623
8539,1082,Body Lotions & Body Oils,Dr. Jart+,Ceramidin™ Body Oil,$23.00,1826338,P409112,3.9167,http://www.sephora.com/ceramidin-body-oil-P409112
8540,1083,Body Lotions & Body Oils,Laura Mercier,Crème Brûlée Soufflé Body Crème,$60.00,871723,P380664,3.8571,http://www.sephora.com/creme-brulee-souffle-body-creme-P380664
8541,1084,Body Lotions & Body Oils,Dior,J’adore Cream,$85.00,1078807,P380622,5.0,http://www.sephora.com/j-adore-cream-P380622
8542,1085,Body Lotions & Body Oils,Clarins,Moisture-Rich Body Lotion,$43.00,1642578,P95060,4.5625,http://www.sephora.com/moisture-rich-body-lotion-P95060
8543,1086,Body Lotions & Body Oils,philosophy,Amazing Grace Satin-Finish Body Oil Mist,$27.00,1397462,P381763,3.8889,http://www.sephora.com/amazing-grace-satin-finish-body-oil-mist-P381763
8544,1087,Body Lotions & Body Oils,NARS,Monoi Body Glow II,$59.00,1817303,P146810,4.1182,http://www.sephora.com/monoi-body-glow-ii-P146810
8545,1088,Body Lotions & Body Oils,HERMÈS,Calèche Body Lotion,$79.00,1436666,P375118,0.0,http://www.sephora.com/caleche-body-lotion-P375118
8546,1089,Body Lotions & Body Oils,philosophy,Loveswept Body Lotion,$37.0,1566140,P384815,4.3333,http://www.sephora.com/loveswept-body-emulsion-P384815
8547,1090,Body Lotions & Body Oils,BVLGARI,Omnia Crystalline Body Lotion,$35.00,1549161,P380696,5.0,http://www.sephora.com/omnia-crystalline-body-lotion-P380696
8548,1091,Body Lotions & Body Oils,Fresh,Hesperides Grapefruit Body Lotion,$23.00,974642,P178409,4.3,http://www.sephora.com/hesperides-body-lotion-P178409
8549,1092,Body Lotions & Body Oils,Yves Saint Laurent,Black Opium Dry Oil For Body and Hair,$60.00,1803766,P406908,4.4167,http://www.sephora.com/black-opium-dry-oil-for-body-hair-P406908
8550,1093,Body Lotions & Body Oils,SEPHORA COLLECTION,Mara Hoffman for Sephora Collection: Kaleidescape Natural Oil Balm,$21.00,1793678,P409753,3.6875,http://www.sephora.com/mara-hoffman-for-sephora-collection-kaleidescape-natural-oil-balm-P409753
8551,1094,Body Lotions & Body Oils,TOM FORD,Jasmin Rouge Body Moisturizer,$67.00,1658947,P393628,5.0,http://www.sephora.com/jasmin-rouge-body-moisturizer-P393628
8552,1095,Body Lotions & Body Oils,NEST,Passiflora Body Cream,$29.00,1677020,P392209,4.125,http://www.sephora.com/passiflora-body-cream-P392209
8553,1096,Body Lotions & Body Oils,Elizabeth and James,Nirvana Black Pure Perfume Oil,$35.00,1648849,P388503,3.8621,http://www.sephora.com/nirvana-black-perfume-oil-P388503
8554,1097,Body Lotions & Body Oils,YUNI,CHILLAX Muscle Recovery Gel,$18.00,1922046,P415784,5.0,http://www.sephora.com/chillax-muscle-recovery-gel-P415784
8555,1098,Body Lotions & Body Oils,Fresh,Citron de Vigne Body Lotion,$23.00,1237635,P259801,4.434,http://www.sephora.com/citron-de-vigne-body-lotion-P259801
8556,1099,Body Lotions & Body Oils,Fresh,Seaberry Restorative Body Cream,$27.00,1685858,P293204,4.3439,http://www.sephora.com/seaberry-restorative-body-cream-P293204
8557,1100,Body Lotions & Body Oils,Versace,Bright Crystal Body Lotion,$43.00,955641,P306816,4.375,http://www.sephora.com/bright-crystal-body-lotion-P306816
